_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
689399,,Permit Parking,0,15,53,8,14,25% of ballots received by voters,6,53,0,1,1/13/2021,0,53,1/14/2023,12/14/2020,9,50% + 1 of received ballots,PPRP 2020-032,1204,Opposed,132,Yes
689400,,Permit Parking,0,16,48,10,12,25% of ballots received by voters,5,48,0,1,1/8/2021,0,48,1/9/2023,12/9/2020,9,50% + 1 of received ballots,PPRP 2020-033,1205,In Favour,54,Yes
689401,,Permit Parking,0,84,192,42,48,25% of ballots received by voters,33,192,0,9,1/8/2021,0,192,1/9/2023,12/9/2020,43,50% + 1 of received ballots,PPRP 2020-034,1206,Opposed,216,Yes
689402,,Permit Parking,0,47,105,20,24,25% of ballots received by voters,22,94,11,5,1/22/2021,0,105,1/23/2023,12/23/2020,25,50% + 1 of received ballots,PPRP 2020-036,1208,Opposed,111,Yes
689403,,Permit Parking,0,40,83,20,21,25% of ballots received by voters,16,83,0,4,1/29/2021,0,83,1/30/2023,12/30/2020,21,50% + 1 of received ballots,PPRP 2020-038,1210,Opposed,101,Yes
689404,,Permit Parking,0,23,70,16,18,25% of ballots received by voters,6,70,0,1,3/20/2021,0,70,3/21/2023,2/18/2021,13,50% + 1 of received ballots,PPRP 2020-039,1211,In Favour,155,Yes
689405,,Permit Parking,0,40,71,32,17,25% of ballots received by voters,8,66,5,0,4/16/2021,0,71,4/17/2023,3/17/2021,21,50% + 1 of received ballots,PPRP 2020-041,1213,In Favour,79,Yes
689406,,Permit Parking,0,14,32,5,8,25% of ballots received by voters,9,32,0,0,4/8/2021,0,32,4/9/2023,3/9/2021,8,50% + 1 of received ballots,PPRP 2020-042,1214,Opposed,32,Yes
689407,,Permit Parking,0,17,26,6,7,25% of ballots received by voters,11,26,0,0,4/15/2021,0,26,4/16/2023,3/16/2021,10,50% + 1 of received ballots,PPRP 2020-046,1218,Opposed,32,Yes
689408,,Permit Parking,0,90,187,57,47,25% of ballots received by voters,27,187,0,6,3/27/2021,0,187,3/28/2023,2/25/2021,46,50% + 1 of received ballots,PPRP 2020-047,1219,In Favour,228,Yes
689409,,Permit Parking,0,9,53,8,13,25% of ballots received by voters,1,49,4,0,5/6/2021,0,53,5/7/2023,4/6/2021,,50% + 1 of received ballots,PPRP 2020-048,1220,Response Rate Not Met,91,No
689410,,Permit Parking,0,24,61,15,16,25% of ballots received by voters,6,61,0,3,3/27/2021,0,61,3/28/2023,2/25/2021,13,50% + 1 of received ballots,PPRP 2020-049,1221,In Favour,62,Yes
689411,,Permit Parking,0,86,192,57,48,25% of ballots received by voters,20,192,0,9,3/31/2021,0,192,4/1/2023,3/1/2021,44,50% + 1 of received ballots,PPRP 2020-050,1222,In Favour,213,Yes
689412,,Permit Parking,0,3,5,2,2,25% of ballots received by voters,1,5,0,0,5/6/2021,0,5,5/7/2023,4/6/2021,3,50% + 1 of received ballots,PPRP 2020-051,1223,Opposed,11,Yes
689413,,Permit Parking,0,85,192,55,48,25% of ballots received by voters,23,192,0,7,4/21/2021,0,192,4/22/2023,3/22/2021,44,50% + 1 of received ballots,PPRP 2020-052,1224,In Favour,224,Yes
689414,,Permit Parking,0,127,577,77,139,25% of ballots received by voters,44,555,22,6,11/27/2020,0,577,11/28/2022,10/28/2020,,50% + 1 of received ballots,PPP 2020-053,1225,Response Rate Not Met,656,No
689415,,Traffic Calming,0,102,220,47,107,50% + 1 of ballots received by voters,49,211,9,6,12/2/2020,1,220,12/3/2022,11/2/2020,,60% of received ballots,TCP 2020-054,1226,Response Rate Not Met,259,No
689416,70 Cherrywood Ave,Front Yard Parking,0,68,106,58,26,25% of ballots received by voters,6,103,3,4,11/26/2020,2,106,11/27/2023,10/27/2020,35,50% + 1 of received ballots,FYP 2020-055,1227,In Favour,113,Yes
689417,338 Brookdale Ave,Front Yard Parking,0,46,77,42,19,25% of ballots received by voters,2,73,4,2,12/4/2020,0,77,12/5/2023,11/4/2020,24,50% + 1 of received ballots,FYP 2020-056,1228,In Favour,95,Yes
689418,92 Atlas Ave,Front Yard Parking,0,53,106,27,24,25% of ballots received by voters,25,96,10,1,12/5/2020,0,106,12/6/2023,11/5/2020,28,50% + 1 of received ballots,FYP 2020-057,1229,Opposed,122,Yes
689419,,Traffic Calming,3,166,679,150,286,50% + 1 of ballots received by voters,9,572,107,4,12/10/2020,1,679,12/11/2022,11/10/2020,,60% of received ballots,TCP 2020-058,1230,Response Rate Not Met,768,No
689420,,Traffic Calming,0,48,135,40,65,50% + 1 of ballots received by voters,6,128,7,2,12/9/2020,0,135,12/10/2022,11/9/2020,,60% of received ballots,TCP 2020-059,1231,Response Rate Not Met,163,No
689421,,Traffic Calming,0,36,107,30,54,50% + 1 of ballots received by voters,5,105,2,1,12/16/2020,0,107,12/17/2022,11/16/2020,,60% of received ballots,TCP 2020-060,1232,Response Rate Not Met,120,No
689422,,Traffic Calming,0,32,44,28,23,50% + 1 of ballots received by voters,2,44,0,2,12/12/2020,0,44,12/13/2022,11/12/2020,20,60% of received ballots,TCP 2020-061,1233,In Favour,50,Yes
689423,,Traffic Calming,0,122,186,95,91,50% + 1 of ballots received by voters,23,180,6,4,12/17/2020,1,186,12/18/2022,11/17/2020,74,60% of received ballots,TCP 2020-062,1234,In Favour,215,Yes
689424,,Business Improvement Area,0,0,999,0,100,30% of ballots received by voters or 100,0,999,0,0,10/23/2020,999,999,10/24/2022,8/24/2020,,50% of received ballots,BIA 2020-063,1235,Response Rate Not Met,50900,No
689425,,Proposed Business Improvement Area,0,1,245,1,74,30% of ballots received by voters or 100,0,245,0,0,10/21/2020,37,245,10/22/2022,9/21/2020,,50% of received ballots,PBIA 2020-064,1236,Response Rate Not Met,2723,No
689426,,Proposed Business Improvement Area,0,0,23,0,7,30% of ballots received by voters or 100,0,23,0,0,10/28/2020,12,23,10/29/2022,9/28/2020,,50% of received ballots,PBIA 2020-065,1237,Response Rate Not Met,513,No
689427,101 Chandos Ave,Front Yard Parking,2,55,104,53,25,25% of ballots received by voters,0,101,3,0,12/23/2020,0,104,12/24/2023,11/23/2020,29,50% + 1 of received ballots,FYP 2020-066,1238,In Favour,143,Yes
689428,47 Highview Cres,Front Yard Parking,0,39,91,28,19,25% of ballots received by voters,3,74,17,8,12/16/2020,0,91,12/17/2023,11/16/2020,21,50% + 1 of received ballots,FYP 2020-067,1239,In Favour,109,Yes
689429,,Permit Parking,0,98,170,24,43,25% of ballots received by voters,68,169,1,6,12/23/2020,0,170,12/24/2022,11/23/2020,50,50% + 1 of received ballots,PPRP 2020-068,1240,Opposed,195,Yes
689430,,Permit Parking,0,46,75,10,19,25% of ballots received by voters,35,73,2,1,12/24/2020,0,75,12/25/2022,11/24/2020,24,50% + 1 of received ballots,PPRP 2020-069,1241,Opposed,85,Yes
689431,,Permit Parking,0,45,65,8,17,25% of ballots received by voters,34,65,0,3,12/25/2020,1,65,12/26/2022,11/25/2020,24,50% + 1 of received ballots,PPRP 2020-070,1242,Opposed,79,Yes
689432,,Permit Parking,1,65,106,9,26,25% of ballots received by voters,54,103,3,1,12/30/2020,0,106,12/31/2022,11/30/2020,34,50% + 1 of received ballots,PPRP 2020-071,1243,Opposed,115,Yes
689433,,Permit Parking,0,18,42,1,11,25% of ballots received by voters,16,42,0,1,1/7/2021,0,42,1/8/2023,12/8/2020,10,50% + 1 of received ballots,PPRP 2020-072,1244,Opposed,46,Yes
689434,,Permit Parking,0,8,15,5,3,25% of ballots received by voters,3,10,5,0,12/19/2020,0,15,12/20/2022,11/19/2020,5,50% + 1 of received ballots,PPP 2020-073,1245,In Favour,15,Yes
689435,,Permit Parking,0,16,32,13,8,25% of ballots received by voters,0,30,2,3,1/20/2021,32,32,1/21/2023,12/21/2020,9,50% + 1 of received ballots,PPP 2020-074,1246,In Favour,33,Yes
689436,,Traffic Calming,0,21,61,8,32,50% + 1 of ballots received by voters,12,61,0,1,12/19/2020,0,61,12/20/2022,11/19/2020,,60% of received ballots,TCP 2020-076,1248,Response Rate Not Met,74,No
689437,,Traffic Calming,0,100,258,85,125,50% + 1 of ballots received by voters,7,247,11,8,1/7/2021,0,258,1/8/2023,12/8/2020,,60% of received ballots,TCP 2020-077,1249,Response Rate Not Met,289,No
689438,160 Robina Ave,Front Yard Parking,0,65,103,64,25,25% of ballots received by voters,0,98,5,1,12/24/2020,0,103,12/25/2023,11/24/2020,34,50% + 1 of received ballots,FYP 2020-078,1250,In Favour,111,Yes
689439,311 Beresford Ave,Front Yard Parking,0,62,129,50,31,25% of ballots received by voters,5,123,6,7,1/1/2021,0,129,1/2/2024,12/2/2020,32,50% + 1 of received ballots,FYP 2020-079,1251,In Favour,149,Yes
689440,,Traffic Calming,0,52,99,29,51,50% + 1 of ballots received by voters,12,99,0,11,1/16/2021,0,99,1/17/2023,12/17/2020,32,60% of received ballots,TCP 2020-081,1253,Opposed,122,Yes
689441,,Traffic Calming Safety Zone,0,208,645,135,150,25% of ballots received by voters,42,598,47,31,1/14/2021,0,645,1/15/2023,12/15/2020,125,60% of received ballots,TCSZ 2020-082,1254,In Favour,781,Yes
689442,,Traffic Calming,0,40,83,30,43,50% + 1 of ballots received by voters,5,83,0,5,12/30/2020,0,83,12/31/2022,11/30/2020,,60% of received ballots,TCP 2020-083,1255,Response Rate Not Met,101,No
689443,,Permit Parking,0,34,113,25,29,25% of ballots received by voters,9,113,0,0,1/14/2021,0,113,1/15/2023,12/15/2020,18,50% + 1 of received ballots,PPP 2020-084,1257,In Favour,118,Yes
689444,,Traffic Calming,0,41,179,29,79,50% + 1 of ballots received by voters,7,155,24,5,1/9/2021,0,179,1/10/2023,12/10/2020,,60% of received ballots,TCP 2020-085,1258,Response Rate Not Met,194,No
689445,111 Humbercrest Blvd,Front Yard Parking,0,41,62,35,15,25% of ballots received by voters,0,60,2,6,1/1/2021,2,62,1/2/2024,12/2/2020,22,50% + 1 of received ballots,FYP 2020-086,1259,In Favour,71,Yes
689446,,Permit Parking,0,32,45,8,11,25% of ballots received by voters,22,42,3,2,1/21/2021,1,45,1/22/2023,12/22/2020,17,50% + 1 of received ballots,PPP 2020-087,1260,Opposed,48,Yes
689447,263 Fairlawn Ave,Front Yard Parking,0,70,104,63,26,25% of ballots received by voters,1,104,0,6,1/28/2021,0,104,1/29/2024,12/29/2020,36,50% + 1 of received ballots,FYP 2020-088,1261,In Favour,118,Yes
689448,,Permit Parking,0,35,73,19,19,25% of ballots received by voters,12,73,0,4,1/30/2021,2,73,1/31/2023,12/31/2020,19,50% + 1 of received ballots,PPP 2020-089,1262,In Favour,81,Yes
689449,11 Shields Ave,Front Yard Parking,0,36,50,30,13,25% of ballots received by voters,0,50,0,6,1/29/2021,0,50,1/30/2024,12/30/2020,19,50% + 1 of received ballots,FYP 2020-090,1263,In Favour,59,Yes
689450,14 Jillson Ave,Front Yard Parking,0,65,88,60,22,25% of ballots received by voters,2,88,0,3,1/21/2021,0,88,1/22/2024,12/22/2020,34,50% + 1 of received ballots,FYP 2020-091,1264,In Favour,97,Yes
689451,,Permit Parking,0,3,11,1,3,25% of ballots received by voters,2,10,1,0,3/19/2021,0,11,3/20/2023,2/17/2021,3,50% + 1 of received ballots,PPP 2020-092,1265,Opposed,21,Yes
689452,26 Birchview Cres,Front Yard Parking,0,60,96,45,23,25% of ballots received by voters,10,89,7,5,3/26/2021,0,96,3/27/2024,2/24/2021,31,50% + 1 of received ballots,FYP 2020-093,1266,In Favour,114,Yes
689453,403 Annette St,Front Yard Parking,0,23,72,20,16,25% of ballots received by voters,1,62,10,2,4/9/2021,0,72,4/10/2024,3/10/2021,13,50% + 1 of received ballots,FYP 2020-094,1267,In Favour,85,Yes
689454,380 Roehampton Ave,Front Yard Parking,0,50,98,37,25,25% of ballots received by voters,5,98,0,8,4/14/2021,0,98,4/15/2024,3/15/2021,26,50% + 1 of received ballots,FYP 2020-095,1268,In Favour,136,Yes
689455,87 Bristol Ave,Front Yard Parking,0,56,193,45,47,25% of ballots received by voters,3,185,8,8,4/17/2021,0,193,4/18/2024,3/18/2021,29,50% + 1 of received ballots,FYP 2020-096,1269,In Favour,270,Yes
689456,,Permit Parking,0,100,301,61,74,25% of ballots received by voters,37,294,7,2,7/17/2021,0,301,7/18/2023,6/17/2021,51,50% + 1 of received ballots,PPP 2020-097,1270,In Favour,546,Yes
689457,,Traffic Calming – Island,0,75,173,38,87,50% + 1 of ballots received by voters,33,172,1,4,4/2/2021,1,173,4/3/2023,3/3/2021,,60% of received ballots,TCIP 2020-098,1271,Response Rate Not Met,200,No
689458,,Traffic Calming – Island,0,32,58,22,29,50% + 1 of ballots received by voters,9,56,2,1,4/7/2021,0,58,4/8/2023,3/8/2021,20,60% of received ballots,TCIP 2020-099,1272,In Favour,64,Yes
689459,463 St Clements Ave,Front Yard Parking,0,34,88,30,22,25% of ballots received by voters,0,86,2,4,3/5/2021,0,88,3/6/2024,2/3/2021,18,50% + 1 of received ballots,FYP 2021-001,1273,In Favour,94,Yes
689460,,Permit Parking,0,31,70,18,18,25% of ballots received by voters,9,70,0,4,4/8/2021,0,70,4/9/2023,3/9/2021,17,50% + 1 of received ballots,PPRP 2021-002,1274,In Favour,82,Yes
689461,,Permit Parking,0,16,33,0,8,25% of ballots received by voters,4,32,1,12,4/1/2021,1,33,4/2/2023,3/2/2021,9,50% + 1 of received ballots,PPP 2021-003,1275,Opposed,33,Yes
689462,,Traffic Calming,0,206,584,124,268,50% + 1 of ballots received by voters,64,534,50,18,4/24/2021,0,584,4/25/2023,3/25/2021,,60% of received ballots,TCP 2021-004,1276,Response Rate Not Met,605,No
689463,193 Roe Ave,Commercial Boulevard Parking,0,20,50,6,12,25% of ballots received by voters,10,47,3,4,4/29/2021,0,50,4/30/2023,3/30/2021,11,50% + 1 of received ballots,CBP 2021-005,1277,Opposed,53,Yes
689464,193 Atlas Ave,Front Yard Parking,0,47,109,38,27,25% of ballots received by voters,5,107,2,4,4/29/2021,0,109,4/30/2024,3/30/2021,25,50% + 1 of received ballots,FYP 2021-006,1278,In Favour,113,Yes
689465,78 Ranleigh Ave,Front Yard Parking,0,22,46,21,12,25% of ballots received by voters,1,46,0,0,5/8/2021,0,46,5/9/2024,4/8/2021,12,50% + 1 of received ballots,FYP 2021-007,1279,In Favour,133,Yes
689466,42 Warland Ave,Front Yard Parking,0,59,97,42,24,25% of ballots received by voters,11,93,4,6,4/22/2021,0,97,4/23/2024,3/23/2021,31,50% + 1 of received ballots,FYP 2021-008,1280,In Favour,109,Yes
689467,28 Glendonwynne Rd,Front Yard Parking,0,33,49,23,13,25% of ballots received by voters,6,49,0,4,5/7/2021,0,49,5/8/2024,4/7/2021,18,50% + 1 of received ballots,FYP 2021-009,1281,In Favour,54,Yes
689468,,Permit Parking,0,132,400,80,98,25% of ballots received by voters,39,390,10,13,7/17/2021,0,400,7/18/2023,6/17/2021,67,50% + 1 of received ballots,PPP 2021-010,1282,In Favour,420,Yes
689469,171 Willow Ave (former Toronto),Front Yard Parking,0,43,88,33,22,25% of ballots received by voters,6,87,1,4,5/14/2021,0,88,5/15/2024,4/14/2021,23,50% + 1 of received ballots,FYP 2021-011,1283,In Favour,100,Yes
689470,141 Latimer Ave,Front Yard Parking,0,37,57,32,14,25% of ballots received by voters,0,55,2,5,5/15/2021,0,57,5/16/2024,4/15/2021,20,50% + 1 of received ballots,FYP 2021-012,1284,In Favour,69,Yes
689471,141 Evelyn Ave,Front Yard Parking,0,47,102,30,21,25% of ballots received by voters,13,81,21,4,5/13/2021,0,102,5/14/2024,4/13/2021,25,50% + 1 of received ballots,FYP 2021-013,1285,In Favour,126,Yes
689472,,Traffic Calming,0,42,86,37,44,50% + 1 of ballots received by voters,5,85,1,0,5/12/2021,0,86,5/13/2023,4/12/2021,,60% of received ballots,TCP 2021-014,1286,Response Rate Not Met,98,No
689473,52 Gainsborough Rd,Front Yard Parking,1,59,103,54,25,25% of ballots received by voters,4,99,4,0,5/19/2021,0,103,5/20/2024,4/19/2021,31,50% + 1 of received ballots,FYP 2021-015,1287,In Favour,123,Yes
689474,491 Silverthorn Ave,Front Yard Parking,0,28,105,18,23,25% of ballots received by voters,4,90,15,6,5/20/2021,0,105,5/21/2024,4/20/2021,15,50% + 1 of received ballots,FYP 2021-016,1288,In Favour,127,Yes
689475,,Permit Parking,1,80,195,25,45,25% of ballots received by voters,45,180,15,9,7/21/2021,3,195,7/22/2023,6/21/2021,41,50% + 1 of received ballots,PPP 2021-017,1289,Opposed,215,Yes
689476,168 Ennerdale Rd,Front Yard Parking,2,69,155,63,37,25% of ballots received by voters,2,150,5,2,7/22/2021,0,155,7/23/2024,6/22/2021,36,50% + 1 of received ballots,FYP 2021-018,1290,In Favour,198,Yes
689477,,Traffic Calming,0,136,240,110,116,50% + 1 of ballots received by voters,8,229,11,18,5/22/2021,0,240,5/23/2023,4/22/2021,82,60% of received ballots,TCP 2021-019,1291,In Favour,271,Yes
689478,142 Kenilworth Ave,Front Yard Parking,0,58,110,54,25,25% of ballots received by voters,2,97,13,2,7/16/2021,0,110,7/17/2024,6/16/2021,30,50% + 1 of received ballots,FYP 2021-020,1292,In Favour,150,Yes
689479,624 Davenport Rd,Front Yard Parking,0,21,85,18,22,25% of ballots received by voters,2,85,0,1,7/28/2021,0,85,7/29/2024,6/28/2021,,50% + 1 of received ballots,FYP 2021-021,1293,Response Rate Not Met,136,No
689480,380 Silverthorn Ave,Front Yard Parking,0,14,62,9,16,25% of ballots received by voters,4,61,1,1,7/23/2021,0,62,7/24/2024,6/23/2021,,50% + 1 of received ballots,FYP 2021-022,1294,Response Rate Not Met,83,No
689481,34 Mountview Ave,Front Yard Parking,0,41,70,35,18,25% of ballots received by voters,4,70,0,2,8/5/2021,0,70,8/6/2024,7/6/2021,22,50% + 1 of received ballots,FYP 2021-023,1295,In Favour,76,Yes
689482,,Permit Parking,0,31,94,13,17,25% of ballots received by voters,18,65,29,0,8/4/2021,2,94,8/5/2023,7/5/2021,17,50% + 1 of received ballots,PPP 2021-024,1296,Opposed,110,Yes
689483,2040 Avenue Rd,Commercial Boulevard Parking,0,17,37,2,10,25% of ballots received by voters,12,37,0,3,7/24/2021,0,37,7/25/2023,6/24/2021,10,50% + 1 of received ballots,CBP 2021-025,1297,Opposed,40,Yes
689484,17 Rockwell Ave,Front Yard Parking,0,7,45,5,12,25% of ballots received by voters,2,45,0,0,8/7/2021,0,45,8/8/2024,7/8/2021,,50% + 1 of received ballots,FYP 2021-026,1298,Response Rate Not Met,55,No
689485,362 Merton St,Front Yard Parking,0,39,91,32,19,25% of ballots received by voters,0,76,15,7,8/19/2021,1,91,8/20/2024,7/20/2021,21,50% + 1 of received ballots,FYP 2021-027,1299,In Favour,165,Yes
689486,102 Sammon Ave,Front Yard Parking,0,36,76,31,19,25% of ballots received by voters,1,76,0,4,8/11/2021,0,76,8/12/2024,7/12/2021,19,50% + 1 of received ballots,FYP 2021-028,1300,In Favour,98,Yes
689487,1 Hurndale Ave,Front Yard Parking,0,17,18,17,5,25% of ballots received by voters,0,18,0,0,8/11/2021,0,18,8/12/2024,7/12/2021,10,50% + 1 of received ballots,FYP 2021-029,1301,In Favour,19,Yes
689488,3 Selkirk St,Front Yard Parking,0,8,10,8,3,25% of ballots received by voters,0,10,0,0,9/3/2021,0,10,9/4/2024,8/4/2021,5,50% + 1 of received ballots,FYP 2021-030,1302,In Favour,11,Yes
689489,,Proposed Business Improvement Area,0,37,258,25,58,30% of ballots received by voters or 100,11,191,67,1,9/3/2021,15,258,9/4/2023,7/5/2021,,50% of received ballots,PBIA 2021-031,1303,Response Rate Not Met,43272,No
689490,,Permit Parking,0,64,81,20,21,25% of ballots received by voters,42,81,0,2,7/30/2021,15,81,7/31/2023,6/30/2021,33,50% + 1 of received ballots,PPRP 2021-032,1304,Opposed,104,Yes
689491,64 Banff Rd,Front Yard Parking,0,43,75,36,17,25% of ballots received by voters,3,67,8,4,8/13/2021,0,75,8/14/2024,7/14/2021,23,50% + 1 of received ballots,FYP 2021-033,1305,In Favour,89,Yes
689492,68 Hounslow Heath Rd,Front Yard Parking,0,45,101,37,24,25% of ballots received by voters,0,94,7,8,9/4/2021,0,101,9/5/2024,8/5/2021,24,50% + 1 of received ballots,FYP 2021-034,1306,In Favour,132,Yes
689493,40 Danesbury Ave,Front Yard Parking,0,9,31,7,8,25% of ballots received by voters,0,30,1,2,8/18/2021,0,31,8/19/2024,7/19/2021,6,50% + 1 of received ballots,FYP 2021-035,1307,In Favour,32,Yes
689494,164 Castlefield Ave,Front Yard Parking,0,38,113,35,27,25% of ballots received by voters,0,107,6,3,9/2/2021,0,113,9/3/2024,8/3/2021,20,50% + 1 of received ballots,FYP 2021-036,1308,In Favour,138,Yes
689495,133 Bingham Ave,Front Yard Parking,0,73,108,52,27,25% of ballots received by voters,7,108,0,14,8/21/2021,0,108,8/22/2024,7/22/2021,38,50% + 1 of received ballots,FYP 2021-037,1309,In Favour,126,Yes
689496,104 Gothic Ave,Front Yard Parking,0,62,114,54,28,25% of ballots received by voters,4,110,4,4,9/29/2021,11,114,9/30/2024,8/30/2021,32,50% + 1 of received ballots,FYP 2021-038,1310,In Favour,734,Yes
689497,51 Hambly Ave,Front Yard Parking,0,75,110,71,25,25% of ballots received by voters,0,100,10,4,8/27/2021,0,110,8/28/2024,7/28/2021,39,50% + 1 of received ballots,FYP 2021-039,1311,In Favour,140,Yes
689498,,Permit Parking,0,46,120,40,29,25% of ballots received by voters,3,116,4,3,9/11/2021,0,120,9/12/2023,8/12/2021,24,50% + 1 of received ballots,PPP 2021-040,1312,In Favour,121,Yes
689499,78 Alberta Ave,Front Yard Parking,0,9,20,9,5,25% of ballots received by voters,0,20,0,0,8/28/2021,2,20,8/29/2024,7/29/2021,6,50% + 1 of received ballots,FYP 2021-041,1313,In Favour,27,Yes
689500,399 St Clements Ave,Front Yard Parking,0,36,68,33,17,25% of ballots received by voters,0,65,3,3,9/11/2021,2,68,9/12/2024,8/12/2021,19,50% + 1 of received ballots,FYP 2021-042,1314,In Favour,79,Yes
689501,30 Glen Manor Dr,Front Yard Parking,0,29,99,22,17,25% of ballots received by voters,0,68,31,7,9/8/2021,0,99,9/9/2024,8/9/2021,16,50% + 1 of received ballots,FYP 2021-044,1317,In Favour,122,Yes
689502,30 Crestview Rd,Front Yard Parking,0,15,35,14,9,25% of ballots received by voters,0,35,0,1,9/30/2021,0,35,10/1/2024,8/31/2021,9,50% + 1 of received ballots,FYP 2021-045,1318,In Favour,36,Yes
689503,281 Durie St,Front Yard Parking,0,0,92,0,23,25% of ballots received by voters,0,92,0,0,10/16/2021,0,92,10/17/2024,9/16/2021,,50% + 1 of received ballots,FYP 2021-046,1319,Response Rate Not Met,106,No
